stage_id,form_section,field_id,field_name,field_type,validation_rules,required_status,possible_values,dependencies,help_text,current_implementation,feedback_category,user_rating,user_comments,improvement_suggestions,priority_level
8,Final Bills & Payments,finalBillSubmitted,Final Bill Submitted,select,required,required,"Yes,No,Under Preparation",billing_status,Status of final bill submission,Not Implemented,functionality,,,,Add final billing workflow,high
8,Final Bills & Payments,finalBillAmount,Final Bill Amount (₹ Lakhs),number,"min=0",optional,numeric_positive,final_billing,Amount of final bill submitted,Not Implemented,validation,,,,Add final bill verification,high
8,Final Bills & Payments,finalBillApprovalStatus,Final Bill Approval Status,select,optional,optional,"Approved,Under Review,Rejected,Pending",approval_workflow,Status of final bill approval,Not Implemented,functionality,,,,Add bill approval automation,high
8,Final Bills & Payments,totalAmountPaidFinal,Total Amount Paid (₹ Lakhs),number,"readonly calculated",calculated,cumulative_payments,payment_tracking,Total amount paid including final bill,Not Implemented,calculation,,,,Add payment reconciliation,high
8,Final Bills & Payments,retentionAmountHeld,Retention Amount Held (₹ Lakhs),number,"readonly calculated",calculated,ten_percent_of_bills,retention_calculation,Total retention amount currently held,Not Implemented,calculation,,,,Add retention release planning,high
8,Final Bills & Payments,retentionReleaseStatus,Retention Release Status,select,optional,optional,"Not Due,Eligible for Release,Released,Partial Release",retention_management,Status of retention money release,Not Implemented,functionality,,,,Add retention release automation,high
8,Final Bills & Payments,outstandingAmountDue,Outstanding Amount Due (₹ Lakhs),number,"readonly calculated",calculated,bills_minus_payments,payment_calculation,Amount outstanding for payment,Not Implemented,calculation,,,,Add outstanding payment tracking,medium
8,Asset Handover,assetHandoverStatus,Asset Handover Status,select,required,required,"Completed,In Progress,Scheduled,Pending",handover_management,Status of asset handover to operations,Not Implemented,functionality,,,,Add handover workflow automation,high
8,Asset Handover,handoverDate,Asset Handover Date,date,optional,optional,date_format,handover_completed,Date when assets were handed over,Not Implemented,field_design,,,,Add handover date validation,medium
8,Asset Handover,handoverRecipient,Handover Recipient,text,required,required,recipient_details,asset_transfer,Details of person/department receiving assets,Not Implemented,field_design,,,,Add recipient verification system,medium
8,Asset Handover,assetInventoryStatus,Asset Inventory Status,select,required,required,"Complete,Under Preparation,Verified,Pending",inventory_management,Status of asset inventory documentation,Not Implemented,functionality,,,,Add inventory automation,high
8,Asset Handover,operatingManualsHandover,Operating Manuals Handover,select,required,required,"Completed,Partial,Pending",documentation_handover,Status of operating manuals handover,Not Implemented,functionality,,,,Add manual handover tracking,high
8,Asset Handover,maintenanceManualsHandover,Maintenance Manuals Handover,select,required,required,"Completed,Partial,Pending",documentation_handover,Status of maintenance manuals handover,Not Implemented,functionality,,,,Add maintenance documentation system,high
8,Asset Handover,warrantyDocumentsHandover,Warranty Documents Handover,select,required,required,"Completed,Partial,Pending",documentation_handover,Status of warranty documents handover,Not Implemented,functionality,,,,Add warranty tracking integration,medium
8,As-Built Documentation,asBuiltDrawingsStatus,As-Built Drawings Status,select,required,required,"Complete,Under Review,Incomplete,Approved",documentation_status,Status of as-built engineering drawings,Not Implemented,functionality,,,,Add drawing approval workflow,high
8,As-Built Documentation,asBuiltDrawingsSubmissionDate,As-Built Submission Date,date,optional,optional,date_format,documentation_timeline,Date when as-built drawings were submitted,Not Implemented,field_design,,,,Add submission timeline tracking,medium
8,As-Built Documentation,asBuiltDrawingsApprovalDate,As-Built Approval Date,date,optional,optional,date_format,approval_timeline,Date when as-built drawings were approved,Not Implemented,field_design,,,,Add approval timeline tracking,medium
8,As-Built Documentation,recordDrawingsArchival,Record Drawings Archival,select,optional,optional,"Digital Archive Complete,Physical Archive Complete,Partial,Pending",archival_management,Status of record drawings archival,Not Implemented,functionality,,,,Add digital archival system,high
8,As-Built Documentation,surveyRecordsStatus,Survey Records Status,select,required,required,"Complete,Under Review,Incomplete",survey_documentation,Status of final survey records,Not Implemented,functionality,,,,Add survey record integration,medium
8,As-Built Documentation,gisDataUpdation,GIS Data Updation Status,select,optional,optional,"Updated,Under Review,Pending,Not Required",spatial_data_management,Status of GIS database updation,Not Implemented,functionality,,,,Add GIS integration automation,high
8,Financial Closure,finalAccountsStatus,Final Accounts Status,select,required,required,"Closed,Under Preparation,Pending Approval",financial_closure,Status of final project accounts,Not Implemented,functionality,,,,Add financial closure automation,high
8,Financial Closure,finalAuditStatus,Final Audit Status,select,optional,optional,"Completed,In Progress,Scheduled,Not Required",audit_management,Status of final project audit,Not Implemented,functionality,,,,Add audit workflow integration,medium
8,Financial Closure,utilizationCertificate,Utilization Certificate Status,select,required,required,"Issued,Under Preparation,Pending Approval",certification_requirement,Status of fund utilization certificate,Not Implemented,functionality,,,,Add UC issuance automation,high
8,Financial Closure,closureAuditReport,Closure Audit Report,select,optional,optional,"Submitted,Under Review,Approved,Pending",audit_documentation,Status of project closure audit report,Not Implemented,functionality,,,,Add audit report tracking,medium
8,Financial Closure,financialRecordsArchival,Financial Records Archival,select,required,required,"Complete,In Progress,Pending",record_management,Status of financial records archival,Not Implemented,functionality,,,,Add financial record automation,medium
8,Project Performance Analysis,projectSuccessRating,Project Success Rating,select,required,required,"Highly Successful,Successful,Moderately Successful,Partially Successful,Unsuccessful",performance_assessment,Overall project success rating,Not Implemented,field_design,,,,Add success criteria framework,high
8,Project Performance Analysis,stakeholderSatisfactionRating,Stakeholder Satisfaction Rating,select,required,required,"Very Satisfied,Satisfied,Neutral,Dissatisfied,Very Dissatisfied",satisfaction_measurement,Overall stakeholder satisfaction rating,Not Implemented,field_design,,,,Add stakeholder feedback system,high
8,Project Performance Analysis,qualityDeliverableRating,Quality of Deliverables Rating,select,required,required,"Excellent,Good,Satisfactory,Poor,Unacceptable",quality_assessment,Quality rating of project deliverables,Not Implemented,field_design,,,,Add quality assessment framework,high
8,Project Performance Analysis,schedulePerformanceIndex,Schedule Performance Index,number,"calculated readonly",calculated,planned_vs_actual_duration,performance_calculation,Schedule performance index (planned/actual),Not Implemented,calculation,,,,Add SPI benchmarking,medium
8,Project Performance Analysis,costPerformanceIndex,Cost Performance Index,number,"calculated readonly",calculated,budgeted_vs_actual_cost,performance_calculation,Cost performance index (budgeted/actual),Not Implemented,calculation,,,,Add CPI benchmarking,medium
8,Project Performance Analysis,benefitRealizationStatus,Benefit Realization Status,select,optional,optional,"Benefits Realized,Partial Realization,Benefits Pending,Under Assessment",benefit_tracking,Status of expected project benefits realization,Not Implemented,functionality,,,,Add benefit tracking system,high
8,Lessons Learned,keySuccessFactors,Key Success Factors,textarea,optional,optional,free_text,knowledge_management,Key factors that contributed to project success,Not Implemented,field_design,,,,Add success factor templates,medium
8,Lessons Learned,challengesFaced,Major Challenges Faced,textarea,optional,optional,free_text,knowledge_management,Major challenges encountered during project,Not Implemented,field_design,,,,Add challenge categorization,medium
8,Lessons Learned,lessonsLearned,Lessons Learned,textarea,optional,optional,free_text,knowledge_management,Key lessons learned for future projects,Not Implemented,field_design,,,,Add lessons learned database,high
8,Lessons Learned,bestPracticesIdentified,Best Practices Identified,textarea,optional,optional,free_text,knowledge_management,Best practices identified during project execution,Not Implemented,field_design,,,,Add best practices repository,high
8,Lessons Learned,improvementRecommendations,Improvement Recommendations,textarea,optional,optional,free_text,process_improvement,Recommendations for future project improvements,Not Implemented,field_design,,,,Add recommendation tracking,medium
8,Knowledge Transfer,projectDocumentationStatus,Project Documentation Status,select,required,required,"Complete,Comprehensive,Adequate,Incomplete",documentation_assessment,Overall project documentation completeness,Not Implemented,functionality,,,,Add documentation completeness verification,high
8,Knowledge Transfer,knowledgeTransferSessions,Knowledge Transfer Sessions,number,"min=0",optional,numeric_positive,knowledge_management,Number of knowledge transfer sessions conducted,Not Implemented,validation,,,,Add knowledge transfer tracking,medium
8,Knowledge Transfer,trainingMaterialsStatus,Training Materials Status,select,optional,optional,"Complete,Under Development,Partial,Not Required",training_management,Status of training materials development,Not Implemented,functionality,,,,Add training material repository,medium
8,Knowledge Transfer,operationalHandoverTraining,Operational Handover Training,select,required,required,"Completed,In Progress,Scheduled,Pending",training_requirement,Status of operational handover training,Not Implemented,functionality,,,,Add training effectiveness measurement,high
8,Knowledge Transfer,technicalDocumentationArchival,Technical Documentation Archival,select,required,required,"Complete,In Progress,Pending",archival_management,Status of technical documentation archival,Not Implemented,functionality,,,,Add technical archive system,high
8,Warranty & Defect Liability,defectLiabilityPeriod,Defect Liability Period (Months),number,"readonly calculated",calculated,contract_specified_period,contract_terms,Defect liability period as per contract,Not Implemented,field_design,,,,Add DLP tracking automation,high
8,Warranty & Defect Liability,dlpStartDate,DLP Start Date,date,"calculated readonly",calculated,completion_certificate_date,auto_calculated,Start date of defect liability period,Not Implemented,calculation,,,,Add DLP commencement notification,medium
8,Warranty & Defect Liability,dlpEndDate,DLP End Date,date,"calculated readonly",calculated,start_date_plus_period,auto_calculated,End date of defect liability period,Not Implemented,calculation,,,,Add DLP end notification system,medium
8,Warranty & Defect Liability,warrantyPeriod,Warranty Period (Months),number,"readonly calculated",calculated,equipment_warranty_terms,warranty_terms,Equipment warranty period,Not Implemented,field_design,,,,Add warranty period tracking,medium
8,Warranty & Defect Liability,performanceSecurityRetained,Performance Security Retained (₹ Lakhs),number,"readonly calculated",calculated,security_amount,security_management,Performance security amount retained during DLP,Not Implemented,calculation,,,,Add security retention tracking,high
8,Warranty & Defect Liability,maintenanceResponsibility,Maintenance Responsibility During DLP,select,required,required,"Contractor,HMDA,Shared,Third Party",responsibility_assignment,Maintenance responsibility during DLP,Not Implemented,functionality,,,,Add maintenance responsibility matrix,high
8,Stakeholder Communication,closureCommunication,Project Closure Communication,select,required,required,"Completed,In Progress,Scheduled,Pending",communication_management,Status of project closure communication to stakeholders,Not Implemented,functionality,,,,Add closure communication automation,medium
8,Stakeholder Communication,beneficiaryCommunication,Beneficiary Communication,select,required,required,"Completed,In Progress,Scheduled,Pending",public_relations,Status of communication to project beneficiaries,Not Implemented,functionality,,,,Add beneficiary feedback system,medium
8,Stakeholder Communication,mediaAnnouncement,Media Announcement,select,optional,optional,"Released,Scheduled,Under Preparation,Not Required",public_relations,Status of project completion media announcement,Not Implemented,functionality,,,,Add media relations tracking,low
8,Stakeholder Communication,inauguralEventStatus,Inaugural Event Status,select,optional,optional,"Completed,Scheduled,Under Planning,Not Required",event_management,Status of project inaugural event,Not Implemented,functionality,,,,Add event management system,low
8,Stakeholder Communication,feedbackCollectionStatus,Stakeholder Feedback Collection,select,optional,optional,"Completed,In Progress,Scheduled,Pending",feedback_management,Status of stakeholder feedback collection,Not Implemented,functionality,,,,Add feedback analysis system,medium
8,Project Closure Approval,closureApprovalStatus,Project Closure Approval Status,select,required,required,"Approved,Under Review,Conditional Approval,Pending",approval_workflow,Status of project closure approval,Not Implemented,functionality,,,,Add closure approval automation,high
8,Project Closure Approval,closureApprovalDate,Closure Approval Date,date,optional,optional,date_format,approval_granted,Date when project closure was approved,Not Implemented,field_design,,,,Add approval date tracking,medium
8,Project Closure Approval,closureApprovalAuthority,Closure Approval Authority,text,"readonly calculated",calculated,approval_hierarchy,authority_matrix,Authority who approved project closure,Not Implemented,calculation,,,,Add authority verification,medium
8,Project Closure Approval,conditionalClosureConditions,Conditional Closure Conditions,textarea,optional,optional,free_text,conditional_approval,Conditions attached to conditional closure approval,Not Implemented,field_design,,,,Add condition tracking system,high
8,Project Closure Approval,finalClosureDate,Final Project Closure Date,date,optional,optional,date_format,closure_approved,Final date of project closure,Not Implemented,field_design,,,,Add closure milestone tracking,high
8,Post-Implementation Review,postImplementationReviewScheduled,Post-Implementation Review Scheduled,select,optional,optional,"Scheduled,Under Planning,Not Required",review_management,Status of post-implementation review scheduling,Not Implemented,functionality,,,,Add PIR scheduling automation,medium
8,Post-Implementation Review,benefitRealizationReviewDate,Benefit Realization Review Date,date,optional,optional,date_format,review_scheduling,Scheduled date for benefit realization review,Not Implemented,field_design,,,,Add benefit review calendar,medium
8,Post-Implementation Review,performanceMonitoringPlan,Performance Monitoring Plan,select,optional,optional,"Developed,Under Development,Not Required",monitoring_framework,Status of post-completion performance monitoring plan,Not Implemented,functionality,,,,Add performance monitoring automation,high
8,Post-Implementation Review,longTermSuccessMetrics,Long-term Success Metrics,textarea,optional,optional,free_text,success_measurement,Defined metrics for long-term project success,Not Implemented,field_design,,,,Add success metrics tracking,medium
