stage_id,form_section,field_id,field_name,field_type,validation_rules,required_status,possible_values,dependencies,help_text,current_implementation,feedback_category,user_rating,user_comments,improvement_suggestions,priority_level
5,Monthly Reporting,monthlyAchievements,Monthly Achievements,textarea,optional,optional,free_text,monthly_reporting,Key achievements accomplished this month,✓ Implemented,field_design,,,,Add achievement measurement templates,medium
5,Monthly Reporting,nextMonthPlan,Next Month Planning,textarea,optional,optional,free_text,forward_planning,Planned activities for the next month,✓ Implemented,field_design,,,,Add next month resource planning,medium
5,Monthly Reporting,monthlyExpenditure,Monthly Expenditure (₹ Lakhs),number,"min=0",optional,numeric_positive,financial_tracking,Total expenditure for the current month,✓ Implemented,validation,,,,Add expenditure trend analysis,medium
5,Monthly Reporting,cumulativeExpenditure,Cumulative Expenditure (₹ Lakhs),number,"calculated readonly",calculated,auto_summed_monthly,financial_calculation,Total expenditure to date,✓ Implemented,calculation,,,,Add expenditure forecasting,medium
5,Monthly Reporting,monthlyProgress,Monthly Physical Progress (%),number,"min=0 max=100",optional,0_to_100_percent,progress_tracking,Physical progress achieved this month,✓ Implemented,validation,,,,Add monthly progress benchmarking,medium
5,Monthly Reporting,reportSubmissionDate,Report Submission Date,date,"calculated readonly",calculated,current_date,auto_populated,Date of monthly report submission,✓ Implemented,field_design,,,,Add report submission tracking,low
5,Stakeholder Communication,publicGrievances,Public Grievances Count,number,"min=0",optional,numeric_positive,stakeholder_management,Number of public grievances received,✓ Implemented,validation,,,,Add grievance resolution tracking,high
5,Stakeholder Communication,stakeholderMeetings,Stakeholder Meetings Count,number,"min=0",optional,numeric_positive,communication_tracking,Number of stakeholder meetings conducted,✓ Implemented,field_design,,,,Add meeting effectiveness assessment,medium
5,Stakeholder Communication,communityFeedback,Community Feedback Rating,select,optional,optional,"Very Positive,Positive,Neutral,Negative,Very Negative",community_relations,Overall community feedback on project,✓ Implemented,field_design,,,,Add community engagement metrics,medium
5,Stakeholder Communication,mediaComments,Media Coverage,select,optional,optional,"Positive,Neutral,Negative,No Coverage",public_relations,Media coverage and public perception,✓ Implemented,field_design,,,,Add media monitoring integration,low
